"woman" "district" "user" "living.children" "age_mean" "urban"  "constant"
77.0 1. 0 1 -7.5599 0 1
78.0 1. 0 4 -1.5599 0 1
79.0 1. 0 4 2.44000 0 1
80.0 1. 0 4 8.44000 0 1
81.0 1. 0 4 8.44000 0 1
82.0 1. 0 1 -9.5599 0 1
83.0 1. 1 4 8.44000 0 1
84.0 1. 0 4 7.44000 0 1
85.0 1. 0 4 5.44000 0 1
86.0 1. 1 4 2.44000 0 1
87.0 1. 0 1 -4.5599 0 1
88.0 1. 0 4 0.44000 0 1
89.0 1. 0 4 11.4400 0 1
90.0 1. 1 4 -3.5599 0 1
91.0 1. 0 1 5.44000 0 1
92.0 1. 0 4 -1.5599 0 1
93.0 1. 0 3 -7.5599 0 1
94.0 1. 1 4 5.44000 0 1
95.0 1. 0 2 6.44000 0 1
96.0 1. 1 4 0.44000 0 1
97.0 1. 1 4 10.4400 0 1
98.0 1. 1 4 7.44000 0 1
99.0 1. 0 2 -11.559 0 1
100. 1. 0 3 10.4400 0 1
101. 1. 0 4 2.44000 0 1
102. 1. 0 3 -3.5599 0 1
103. 1. 0 4 0.44000 0 1
104. 1. 0 4 16.4400 0 1
105. 1. 0 2 4.44000 0 1
106. 1. 0 4 12.4400 0 1
107. 1. 0 4 8.44000 0 1
108. 1. 0 4 18.4400 0 1
109. 1. 0 1 -13.559 0 1
110. 1. 0 2 -11.559 0 1
111. 1. 0 1 -2.5600 0 1
112. 1. 0 1 -5.5599 0 1
113. 1. 0 3 3.44000 0 1
114. 1. 0 1 -1.5599 0 1
115. 1. 0 4 3.44000 0 1
116. 1. 0 4 -1.5599 0 1
117. 1. 0 3 11.4400 0 1
118. 2. 0 4 -1.5599 0 1
119. 2. 0 3 -5.5599 0 1
120. 2. 0 1 -13.559 0 1
121. 2. 1 3 -5.5599 0 1
122. 2. 0 4 19.4400 0 1
123. 2. 1 4 1.44000 0 1
124. 2. 1 2 -2.5600 0 1
125. 2. 1 3 6.44000 0 1
126. 2. 0 3 -5.5599 0 1
127. 2. 1 4 7.44000 0 1
128. 2. 0 4 1.44000 0 1
129. 2. 0 3 0.44000 0 1
130. 2. 0 1 -11.559 0 1
131. 2. 0 4 10.4400 0 1
132. 2. 0 1 -7.5600 0 1
133. 2. 1 3 -2.5599 0 1
134. 2. 0 1 -13.559 0 1
135. 2. 1 3 -2.5599 0 1
136. 2. 0 3 1.44000 0 1
137. 2. 0 2 -11.559 0 1
138. 3. 1 4 -3.5599 1 1
139. 3. 1 1 -8.5599 1 1
140. 4. 1 2 -6.5599 1 1
141. 4. 1 4 2.44000 1 1
142. 4. 1 3 -1.5599 1 1
143. 4. 0 1 -3.5599 1 1
144. 4. 1 4 4.44000 1 1
145. 4. 1 3 7.44000 1 1
146. 4. 1 4 7.44000 1 1
147. 4. 1 4 -0.5599 1 1
148. 4. 1 2 -10.559 1 1
149. 4. 1 2 -3.5599 1 1
150. 4. 1 4 2.44000 1 1
151. 4. 0 3 -2.5599 0 1
152. 4. 1 2 -4.5599 0 1
153. 4. 0 1 -4.5599 0 1
154. 4. 0 4 14.4400 0 1
155. 4. 0 4 16.4400 0 1
156. 4. 0 4 6.44000 0 1
157. 4. 0 4 -1.5599 0 1
158. 4. 1 2 1.44000 0 1
159. 4. 0 4 2.44000 0 1
160. 4. 0 4 13.4400 0 1
161. 4. 0 4 16.4400 0 1
162. 4. 1 4 -0.5599 0 1
163. 4. 1 4 8.44000 0 1
164. 4. 1 4 2.44000 0 1
165. 4. 0 1 -10.559 0 1
166. 4. 0 3 -1.5599 0 1
167. 4. 0 2 -11.559 0 1
168. 4. 0 3 -9.5599 0 1
169. 4. 0 1 -7.5599 0 1
170. 5. 0 1 -13.560 1 1
171. 5. 1 4 2.44000 1 1
172. 5. 0 2 -4.5599 0 1
173. 5. 0 4 3.44000 0 1
174. 5. 0 1 -13.559 0 1
175. 5. 1 3 -4.5599 0 1
176. 5. 0 1 -11.559 0 1
177. 5. 1 1 -11.559 0 1
178. 5. 1 2 -6.5599 0 1
179. 5. 0 4 13.4400 0 1
180. 5. 1 1 -11.559 0 1
181. 5. 0 1 -10.559 0 1
182. 5. 0 1 -10.559 0 1
183. 5. 0 4 16.4400 0 1
184. 5. 0 1 -3.5600 0 1
185. 5. 0 4 -2.5599 0 1
186. 5. 0 4 16.4400 0 1
187. 5. 1 4 7.44000 0 1
188. 5. 0 1 -10.559 0 1
189. 5. 0 4 0.44000 0 1
190. 5. 1 4 6.44000 0 1
191. 5. 0 4 2.44000 0 1
192. 5. 0 1 -9.5599 0 1
193. 5. 1 3 -8.5600 0 1
194. 5. 1 4 14.4400 0 1
195. 5. 1 4 1.44000 0 1
196. 5. 1 3 -4.5599 0 1
197. 5. 0 4 -4.5599 0 1
198. 5. 0 3 -7.5599 0 1
199. 5. 1 3 -5.5599 0 1
200. 5. 1 1 -8.5599 0 1
201. 5. 0 1 -12.560 0 1
202. 5. 0 4 -1.5599 0 1
203. 5. 0 4 -1.5599 0 1
204. 5. 0 4 18.4400 0 1
205. 5. 0 3 17.4400 0 1
206. 5. 1 4 -0.5599 0 1
207. 5. 0 4 11.4400 0 1
208. 5. 0 4 13.4400 0 1
209. 6. 1 1 -0.5599 1 1
210. 6. 1 2 -4.5599 1 1
211. 6. 1 4 -0.5599 1 1
212. 6. 0 3 11.4400 1 1
213. 6. 1 1 -4.5599 1 1
214. 6. 0 4 7.44000 1 1
215. 6. 1 4 4.44000 1 1
216. 6. 0 3 -5.5600 0 1
217. 6. 0 4 13.4400 0 1
218. 6. 1 1 -12.560 0 1
219. 6. 0 4 12.4400 0 1
220. 6. 0 4 -5.5599 0 1
221. 6. 0 4 8.44000 0 1
222. 6. 0 1 -11.559 0 1
223. 6. 1 2 -0.5599 0 1
224. 6. 0 2 -7.5600 0 1
225. 6. 0 2 6.44000 0 1
226. 6. 1 4 4.44000 0 1
227. 6. 1 3 -5.5600 0 1
228. 6. 1 3 -0.5599 0 1
229. 6. 0 1 -6.5600 0 1
230. 6. 0 3 0.44000 0 1
231. 6. 0 4 13.4400 0 1
232. 6. 0 4 11.4400 0 1
233. 6. 0 1 1.44000 0 1
234. 6. 1 2 -5.5599 0 1
235. 6. 0 1 -6.5600 0 1
236. 6. 1 3 -4.5600 0 1
237. 6. 0 3 -2.5599 0 1
238. 6. 1 4 13.4400 0 1
239. 6. 0 1 -9.5599 0 1
240. 6. 0 1 -11.559 0 1
241. 6. 0 1 -8.5599 0 1
242. 6. 0 1 -9.5599 0 1
243. 6. 0 4 -2.5599 0 1
244. 6. 0 1 -10.559 0 1
245. 6. 0 4 18.4400 0 1
246. 6. 1 2 -7.5600 0 1
247. 6. 0 2 -4.5599 0 1
248. 6. 0 2 -9.5599 0 1
249. 6. 1 4 -0.5600 0 1
250. 6. 0 1 -8.5599 0 1
251. 6. 0 2 8.44000 0 1
252. 6. 0 2 -5.5599 0 1
253. 6. 0 3 5.44000 0 1
254. 6. 0 1 -12.560 0 1
255. 6. 0 4 16.4400 0 1
256. 6. 0 4 8.44000 0 1
257. 6. 0 4 8.44000 0 1
258. 6. 0 2 -4.5599 0 1
259. 6. 0 1 -6.5600 0 1
260. 6. 0 3 -2.5599 0 1
261. 6. 0 4 18.4400 0 1
262. 6. 0 3 18.4400 0 1
263. 6. 0 4 -0.5600 0 1
264. 6. 0 4 8.44000 0 1
265. 6. 0 4 -8.5599 0 1
266. 6. 0 4 -5.5599 0 1
267. 6. 1 3 0.44000 0 1
268. 6. 1 4 2.44000 0 1
269. 6. 0 2 -7.5600 0 1
270. 6. 1 4 -2.5599 0 1
271. 6. 0 4 15.4400 0 1
272. 6. 1 4 10.4400 0 1
273. 6. 0 1 -7.5599 0 1
274. 7. 0 4 1.44000 0 1
275. 7. 0 2 -8.5599 0 1
276. 7. 0 2 -7.5600 0 1
277. 7. 0 1 -13.560 0 1
278. 7. 0 4 -5.5599 0 1
279. 7. 0 1 -10.559 0 1
280. 7. 1 4 3.44000 0 1
281. 7. 0 4 11.4400 0 1
282. 7. 1 1 -7.5599 0 1
283. 7. 0 2 -6.5600 0 1
284. 7. 0 4 -0.5599 0 1
285. 7. 0 2 2.44000 0 1
286. 7. 1 4 3.44000 0 1
287. 7. 0 4 6.44000 0 1
288. 7. 1 2 -10.559 0 1
289. 7. 0 3 1.44000 0 1
290. 7. 0 1 -10.559 0 1
291. 7. 1 1 -8.5599 0 1
292. 8. 1 1 -10.559 1 1
293. 8. 1 3 0.44000 1 1
294. 8. 0 1 19.4400 0 1
295. 8. 0 4 9.44000 0 1
296. 8. 1 3 -4.5599 0 1
297. 8. 0 1 -12.560 0 1
298. 8. 0 2 -5.5599 0 1
299. 8. 0 4 11.4400 0 1
300. 8. 1 2 -6.5599 0 1
301. 8. 0 1 -11.560 0 1
302. 8. 1 4 7.44000 0 1
303. 8. 0 2 0.44000 0 1
304. 8. 1 4 1.44000 0 1
305. 8. 1 2 -7.5599 0 1
306. 8. 1 4 5.44000 0 1
307. 8. 0 3 2.44000 0 1
308. 8. 1 2 -7.5599 0 1
309. 8. 0 4 -1.5599 0 1
310. 8. 0 1 -9.5599 0 1
311. 8. 1 2 -6.5599 0 1
312. 8. 0 1 -7.5599 0 1
313. 8. 1 4 19.4400 0 1
314. 8. 0 3 -8.5599 0 1
315. 8. 0 3 -6.5599 0 1
316. 8. 1 4 19.4400 0 1
317. 8. 1 4 13.4400 0 1
318. 8. 0 2 -9.5599 0 1
319. 8. 0 1 -6.5599 0 1
320. 8. 0 4 12.4400 0 1
321. 8. 1 3 0.44000 0 1
322. 8. 0 4 16.4400 0 1
323. 8. 0 2 7.44000 0 1
324. 8. 0 1 -13.560 0 1
325. 8. 0 2 -3.5599 0 1
326. 8. 0 1 -6.5599 0 1
327. 8. 0 1 -9.5599 0 1
328. 8. 0 4 -2.5599 0 1
329. 9. 1 4 7.44000 1 1
330. 9. 1 3 -3.5599 1 1
331. 9. 0 4 16.4400 1 1
332. 9. 0 3 1.44000 0 1
333. 9. 1 4 -4.5599 0 1
334. 9. 0 4 -3.5599 0 1
335. 9. 1 2 -9.5599 0 1
336. 9. 0 4 -0.5599 0 1
337. 9. 1 3 2.44000 0 1
338. 9. 0 1 -11.559 0 1
339. 9. 0 4 10.4400 0 1
340. 9. 0 3 -5.5599 0 1
341. 9. 0 2 -6.5600 0 1
342. 9. 1 4 10.4400 0 1
343. 9. 0 3 -10.559 0 1
344. 9. 0 4 15.4400 0 1
345. 9. 0 4 -5.5599 0 1
346. 9. 0 1 -12.560 0 1
347. 9. 0 1 -12.560 0 1
348. 9. 0 2 -8.5599 0 1
349. 9. 1 3 -4.5599 0 1
350. 9. 0 4 10.4400 0 1
351. 9. 0 4 11.4400 0 1
352. 10 0 3 18.4400 0 1
353. 10 0 1 -11.559 0 1
354. 10 0 2 -6.5599 0 1
355. 10 0 4 3.44000 0 1
356. 10 0 4 6.44000 0 1
357. 10 0 1 13.4400 0 1
358. 10 0 4 15.4400 0 1
359. 10 1 2 3.44000 0 1
360. 10 0 4 15.4400 0 1
361. 10 0 3 19.4400 0 1
362. 10 0 1 12.4400 0 1
363. 10 0 1 -12.559 0 1
364. 10 0 1 -9.5599 0 1
365. 11 0 1 -9.5599 0 1
366. 11 0 1 -8.5599 0 1
367. 11 0 2 -5.5599 0 1
368. 11 0 2 18.4400 0 1
369. 11 0 1 -8.5599 0 1
370. 11 0 1 -9.5599 0 1
371. 11 0 1 -12.559 0 1
372. 11 0 1 3.44000 0 1
373. 11 0 1 -8.5599 0 1
374. 11 0 4 19.4400 0 1
375. 11 0 1 -3.5599 0 1
376. 11 0 2 -5.5599 0 1
377. 11 0 2 2.44000 0 1
378. 11 0 2 0.44000 0 1
379. 11 0 1 -11.559 0 1
380. 11 0 3 -2.5599 0 1
381. 11 0 4 2.44000 0 1
382. 11 0 2 -8.5599 0 1
383. 11 0 1 -8.5599 0 1
384. 11 0 1 -6.5600 0 1
385. 11 0 4 18.4400 0 1
386. 12 1 4 9.44000 1 1
387. 12 0 4 18.4400 1 1
388. 12 0 3 -5.5599 1 1
389. 12 1 1 4.44000 1 1
390. 12 0 4 -3.5599 1 1
391. 12 0 4 17.4400 1 1
392. 12 1 4 9.44000 0 1
393. 12 0 2 -7.5599 0 1
394. 12 0 4 19.4400 0 1
395. 12 0 4 6.44000 0 1
396. 12 0 1 -1.5599 0 1
397. 12 0 4 3.44000 0 1
398. 12 1 1 -5.5599 0 1
399. 12 0 4 5.44000 0 1
400. 12 1 1 -11.559 0 1
401. 12 0 4 -1.5599 0 1
402. 12 0 4 2.44000 0 1
403. 12 0 3 -5.5599 0 1
404. 12 1 2 -1.5599 0 1
405. 12 0 4 5.44000 0 1
406. 12 1 4 18.4400 0 1
407. 12 0 4 10.4400 0 1
408. 12 1 4 4.44000 0 1
409. 12 0 4 3.44000 0 1
410. 12 1 4 11.4400 0 1
411. 12 0 3 -2.5599 0 1
412. 12 0 3 -1.5599 0 1
413. 12 1 4 8.44000 0 1
414. 12 0 1 -4.5599 0 1
415. 13 0 4 10.4400 1 1
416. 13 0 1 -11.559 1 1
417. 13 1 4 6.44000 1 1
418. 13 1 1 -7.5599 1 1
419. 13 0 2 -12.559 1 1
420. 13 1 2 -3.5599 1 1
421. 13 0 1 -8.5599 1 1
422. 13 0 1 -5.5599 1 1
423. 13 0 4 -2.5599 0 1
424. 13 0 4 16.4400 0 1
425. 13 1 4 0.44000 0 1
426. 13 1 4 -1.5599 0 1
427. 13 0 1 -2.5599 0 1
428. 13 0 4 15.4400 0 1
429. 13 0 2 0.44000 0 1
430. 13 1 3 -7.5599 0 1
431. 13 0 1 10.4400 0 1
432. 13 0 1 -7.5599 0 1
433. 13 0 4 3.44000 0 1
434. 13 1 4 0.44000 0 1
435. 13 0 1 13.4400 0 1
436. 13 1 4 4.44000 0 1
437. 13 1 4 12.4400 0 1
438. 13 1 2 -3.5599 0 1
439. 14 0 1 -9.5599 1 1
440. 14 1 1 -10.559 1 1
441. 14 0 2 -10.559 1 1
442. 14 0 2 -11.559 1 1
443. 14 1 1 -11.559 1 1
444. 14 0 2 2.44000 1 1
445. 14 0 1 7.44000 1 1
446. 14 0 1 0.44000 1 1
447. 14 0 2 -3.5599 1 1
448. 14 1 1 -7.5599 1 1
449. 14 1 3 -2.5599 1 1
450. 14 0 4 3.44000 1 1
451. 14 1 2 3.44000 1 1
452. 14 1 1 -11.559 1 1
453. 14 1 2 -4.5599 1 1
454. 14 0 1 -10.559 1 1
455. 14 1 4 12.4400 1 1
456. 14 0 2 -7.5599 1 1
457. 14 1 4 2.44000 1 1
458. 14 0 1 -10.559 1 1
459. 14 0 1 -10.559 1 1
460. 14 1 1 -8.5599 1 1
461. 14 0 4 8.44000 1 1
462. 14 0 1 -12.559 1 1
463. 14 0 3 -6.5600 1 1
464. 14 1 1 -8.5599 1 1
465. 14 1 4 14.4400 1 1
466. 14 1 4 16.4400 1 1
467. 14 1 4 6.44000 1 1
468. 14 1 4 16.4400 1 1
469. 14 1 1 -11.559 1 1
470. 14 1 4 3.44000 1 1
471. 14 1 2 -5.5599 1 1
472. 14 1 1 -6.5599 1 1
473. 14 1 3 -2.5599 1 1
474. 14 1 3 -7.5599 1 1
475. 14 1 4 -1.5600 1 1
476. 14 1 3 2.44000 1 1
477. 14 1 4 5.44000 1 1
478. 14 0 4 0.44000 1 1
479. 14 1 4 9.44000 1 1
480. 14 1 4 4.44000 1 1
481. 14 1 1 -13.559 1 1
482. 14 1 1 -13.559 1 1
483. 14 1 4 6.44000 1 1
484. 14 0 1 2.44000 1 1
485. 14 0 1 -8.5599 1 1
486. 14 0 4 12.4400 1 1
487. 14 1 1 -9.5599 1 1
488. 14 1 4 10.4400 1 1
489. 14 1 1 -11.559 1 1
490. 14 0 4 2.44000 1 1
491. 14 0 1 -10.559 1 1
492. 14 1 1 -8.5599 1 1
493. 14 1 4 2.44000 1 1
494. 14 1 4 4.44000 1 1
495. 14 1 4 7.44000 1 1
496. 14 0 2 -10.559 1 1
497. 14 0 1 -6.5599 1 1
498. 14 1 3 3.44000 1 1
499. 14 1 1 -9.5599 1 1
500. 14 0 2 6.44000 1 1
501. 14 1 3 -4.5599 1 1
502. 14 1 2 -5.5599 1 1
503. 14 0 2 -8.5599 1 1
504. 14 1 3 0.44000 1 1
505. 14 1 4 17.4400 1 1
506. 14 1 3 -7.5599 1 1
507. 14 0 4 14.4400 1 1
508. 14 0 2 -4.5599 1 1
509. 14 1 3 3.44000 1 1
510. 14 1 2 -1.5599 1 1
511. 14 1 2 -8.5599 1 1
512. 14 1 4 0.44000 1 1
513. 14 1 2 -6.5599 1 1
514. 14 1 4 13.4400 1 1
515. 14 1 1 0.44000 1 1
516. 14 1 4 7.44000 1 1
517. 14 1 3 0.44000 1 1
518. 14 0 1 -1.5599 1 1
519. 14 1 1 -12.559 1 1
520. 14 0 3 18.4400 1 1
521. 14 1 4 7.44000 1 1
522. 14 1 1 -8.5599 1 1
523. 14 1 4 11.4400 1 1
524. 14 1 4 13.4400 1 1
525. 14 1 2 -7.5599 1 1
526. 14 0 1 -10.559 1 1
527. 14 1 2 -3.5599 1 1
528. 14 1 2 -7.5599 1 1
529. 14 1 3 -4.5599 1 1
530. 14 1 1 -8.5599 1 1
531. 14 0 3 -2.5599 1 1
532. 14 1 1 -9.5599 1 1
533. 14 1 1 0.44000 1 1
534. 14 0 1 -5.5599 1 1
535. 14 1 1 -3.5599 1 1
536. 14 1 2 -10.559 1 1
537. 14 0 3 0.44000 1 1
538. 14 1 4 8.44000 1 1
539. 14 1 3 4.44000 1 1
540. 14 1 2 2.44000 0 1
541. 14 1 2 -5.5599 0 1
542. 14 0 3 -6.5599 0 1
543. 14 0 3 6.44000 0 1
544. 14 0 2 -7.5599 0 1
545. 14 0 2 -1.5599 0 1
546. 14 0 4 -3.5599 0 1
547. 14 1 4 10.4400 0 1
548. 14 0 4 18.4400 0 1
549. 14 1 1 -12.559 0 1
550. 14 0 4 17.4400 0 1
551. 14 1 4 -5.5599 0 1
552. 14 0 1 -12.559 0 1
553. 14 0 1 -10.560 0 1
554. 14 0 4 0.44000 0 1
555. 14 0 2 -8.5599 0 1
556. 14 1 4 17.4400 0 1
557. 15 1 4 14.4400 1 1
558. 15 0 1 -13.559 1 1
559. 15 0 4 1.44000 1 1
560. 15 0 4 2.44000 1 1
561. 15 1 4 -0.5599 1 1
562. 15 0 4 19.4400 1 1
563. 15 0 2 0.44000 1 1
564. 15 1 1 -4.5599 1 1
565. 15 1 3 -3.5599 0 1
566. 15 0 1 -9.5599 0 1
567. 15 0 3 10.4400 0 1
568. 15 0 2 4.44000 0 1
569. 15 1 4 8.44000 0 1
570. 15 0 2 -5.5599 0 1
571. 15 0 1 -2.5599 0 1
572. 15 0 1 -7.5600 0 1
573. 15 0 1 -12.559 0 1
574. 15 1 2 -4.5599 0 1
575. 15 0 2 -8.5599 0 1
576. 15 0 1 -10.559 0 1
577. 15 1 3 -2.5599 0 1
578. 15 1 2 -5.5599 0 1
579. 16 1 3 -0.5599 1 1
580. 16 1 1 -9.5599 1 1
581. 16 0 1 -12.560 0 1
582. 16 0 1 -12.560 0 1
583. 16 1 1 -10.559 0 1
584. 16 0 1 -12.560 0 1
585. 16 1 1 -8.5599 0 1
586. 16 1 3 4.44000 0 1
587. 16 1 3 17.4400 0 1
588. 16 1 3 8.44000 0 1
589. 16 0 4 4.44000 0 1
590. 16 1 2 -10.559 0 1
591. 16 0 1 -10.559 0 1
592. 16 0 1 -13.559 0 1
593. 16 0 2 0.44000 0 1
594. 16 1 4 10.4400 0 1
595. 16 0 1 -12.560 0 1
596. 16 0 3 18.4400 0 1
597. 16 1 1 -10.559 0 1
598. 16 1 2 -6.5599 0 1
599. 17 0 1 -11.559 0 1
600. 17 0 1 -12.559 0 1
601. 17 1 4 -0.5599 0 1
602. 17 1 4 4.44000 0 1
603. 17 1 4 5.44000 0 1
604. 17 0 2 -7.5599 0 1
605. 17 0 2 -5.5599 0 1
606. 17 0 4 15.4400 0 1
607. 17 0 1 -4.5599 0 1
608. 17 0 1 -12.559 0 1
609. 17 0 4 -5.5599 0 1
610. 17 0 3 -2.5599 0 1
611. 17 0 1 -12.559 0 1
612. 17 0 1 1.44000 0 1
613. 17 1 4 7.44000 0 1
614. 17 0 4 9.44000 0 1
615. 17 1 4 -2.5599 0 1
616. 17 0 4 -2.5599 0 1
617. 17 0 4 0.44000 0 1
618. 17 1 3 -0.5599 0 1
619. 17 0 4 -5.5599 0 1
620. 17 1 4 0.44000 0 1
621. 17 0 4 11.4400 0 1
622. 17 0 4 9.44000 0 1
623. 18 0 1 -1.5600 1 1
624. 18 1 2 -5.5599 1 1
625. 18 0 3 1.44000 1 1
626. 18 0 3 -1.5599 1 1
627. 18 0 1 -9.5599 1 1
628. 18 1 4 2.44000 1 1
629. 18 0 1 -7.5599 1 1
630. 18 0 1 -11.559 1 1
631. 18 1 3 0.44000 1 1
632. 18 1 4 15.4400 1 1
633. 18 0 1 -7.5599 1 1
634. 18 1 1 -8.5599 1 1
635. 18 1 1 -9.5599 1 1
636. 18 1 4 8.44000 1 1
637. 18 0 1 -12.559 0 1
638. 18 1 2 -6.5599 0 1
639. 18 0 1 -10.559 0 1
640. 18 0 2 -8.5599 0 1
641. 18 0 1 -8.5599 0 1
642. 18 1 1 -13.560 0 1
643. 18 1 4 -0.5599 0 1
644. 18 0 3 1.44000 0 1
645. 18 0 1 -13.560 0 1
646. 18 0 1 -11.559 0 1
647. 18 0 4 15.4400 0 1
648. 18 1 4 -5.5599 0 1
649. 18 0 4 12.4400 0 1
650. 18 0 4 17.4400 0 1
651. 18 1 3 -5.5599 0 1
652. 18 1 4 6.44000 0 1
653. 18 0 4 8.44000 0 1
654. 18 0 3 17.4400 0 1
655. 18 0 3 -2.5599 0 1
656. 18 0 4 4.44000 0 1
657. 18 0 1 0.44000 0 1
658. 18 1 2 -13.559 0 1
659. 18 0 4 -2.5599 0 1
660. 18 0 4 1.44000 0 1
661. 18 0 1 17.4400 0 1
662. 18 0 3 -6.5599 0 1
663. 18 0 3 -6.5599 0 1
664. 18 0 4 5.44000 0 1
665. 18 1 2 -6.5599 0 1
666. 18 0 1 -4.5599 0 1
667. 18 0 4 7.44000 0 1
668. 18 0 4 16.4400 0 1
669. 18 1 1 -10.559 0 1
670. 19 0 1 -2.5599 1 1
671. 19 1 2 -11.559 1 1
672. 19 1 4 -1.5599 1 1
673. 19 1 1 -12.559 1 1
674. 19 0 2 18.4400 0 1
675. 19 1 4 2.44000 0 1
676. 19 1 4 -0.5599 0 1
677. 19 0 1 -6.5599 0 1
678. 19 0 4 3.44000 0 1
679. 19 0 4 11.4400 0 1
680. 19 0 2 14.4400 0 1
681. 19 0 2 5.44000 0 1
682. 19 0 1 -9.5599 0 1
683. 19 0 1 -2.5599 0 1
684. 19 0 2 -6.5599 0 1
685. 19 1 1 0.44000 0 1
686. 19 0 1 -1.5599 0 1
687. 19 0 1 -10.560 0 1
688. 19 1 4 3.44000 0 1
689. 19 1 2 3.44000 0 1
690. 19 1 4 2.44000 0 1
691. 19 0 2 -5.5599 0 1
692. 19 0 4 -5.5599 0 1
693. 19 0 4 0.44000 0 1
694. 19 1 4 12.4400 0 1
695. 19 0 4 5.44000 0 1
696. 20 0 3 -1.5599 0 1
697. 20 0 3 3.44000 0 1
698. 20 1 1 -12.560 0 1
699. 20 1 3 -0.5599 0 1
700. 20 0 4 17.4400 0 1
701. 20 1 1 -12.560 0 1
702. 20 1 1 -10.559 0 1
703. 20 0 3 -5.5599 0 1
704. 20 0 4 11.4400 0 1
705. 20 0 1 -12.560 0 1
706. 20 0 1 -13.559 0 1
707. 20 0 1 8.44000 0 1
708. 20 0 1 -13.559 0 1
709. 20 1 4 12.4400 0 1
710. 20 1 4 -1.5599 0 1
711. 21 0 4 18.4400 1 1
712. 21 0 4 19.4400 1 1
713. 21 1 1 -12.559 1 1
714. 21 0 1 -13.560 1 1
715. 21 0 4 -3.5599 1 1
716. 21 0 4 14.4400 1 1
717. 21 0 4 12.4400 1 1
718. 21 0 2 -6.5599 1 1
719. 21 0 3 7.44000 0 1
720. 21 1 1 1.44000 0 1
721. 21 0 2 -7.5599 0 1
722. 21 1 3 -1.5599 0 1
723. 21 0 3 -2.5599 0 1
724. 21 1 2 -4.5599 0 1
725. 21 1 1 2.44000 0 1
726. 21 1 2 -0.5599 0 1
727. 21 1 1 -7.5599 0 1
728. 21 0 1 -10.559 0 1
729. 22 0 2 4.44000 0 1
730. 22 1 3 -5.5599 0 1
731. 22 0 1 19.4400 0 1
732. 22 0 4 -1.5599 0 1
